TIME,X error,Y error,X,Y,thetaX,thetaY,slidingY,slidingY,error_x_dot,error_y_dot,saturation_x,saturation_y
0.03217792510986328,-54,-11,115,248,-2.1618148426096924,-0.2691735698471767,-0.08404908007907966,-0.011,-0.015299080079079656,0.0,0,0
0.06366610527038574,-54,-11,115,248,-1.7603727565165084,-0.2691735698471767,-0.051611160778549714,-0.011,0.015888839221450287,0.0,0,0
0.09531164169311523,-55,-11,116,248,-1.9543719300074267,-0.2691735698471767,-0.0675,-0.011,0.0,0.0,0,0
0.1430823802947998,-55,-11,116,248,-2.1673027019251387,-0.2691735698471767,-0.08455001657487703,-0.011,-0.01580001657487702,0.0,0,0
0.1750164031982422,-55,-11,116,248,-1.9882138681893733,-0.2691735698471767,-0.06875,-0.011,0.0,0.0,0,0
0.20746541023254395,-54,-11,115,248,-1.9882138681893733,-0.2691735698471767,-0.06875,-0.011,0.0,0.0,0,0
0.23906397819519043,-55,-11,116,248,-1.7602647518871049,-0.2691735698471767,-0.051602609196622136,-0.011,0.01589739080337787,0.0,0,0
0.2714076042175293,-55,-12,116,249,-2.1622590892117683,-0.2691735698471767,-0.08408958965731633,-0.011,-0.015339589657316329,0.0,0,0
0.3029968738555908,-54,-12,115,249,-1.9882138681893733,-0.47721773615164886,-0.06875,-0.027950592494561843,0.0,-0.015950592494561842,0,0
0.33499979972839355,-54,-11,115,248,-1.761139014922576,-0.2933508365999171,-0.05167184044680931,-0.012,0.0158281595531907,0.0,0,0
0.3676776885986328,-55,-12,116,249,-1.9543719300074267,-0.08328187398966333,-0.0675,0.004151190261171131,0.0,0.01515119026117113,0,0
0.3988306522369385,-54,-11,115,248,-2.167114019976203,-0.4753451264695065,-0.08453277491796865,-0.027782774917968645,-0.015782774917968645,-0.015782774917968645,0,0
0.43104028701782227,-54,-11,115,248,-1.7646227719851277,-0.0783593951052492,-0.05194791504445778,0.004552084955542221,0.01555208495554222,0.01555208495554222,0,0
0.46314334869384766,-56,-11,117,248,-1.9543719300074267,-0.2691735698471767,-0.0675,-0.011,0.0,0.0,0,0
0.4952065944671631,-56,-11,117,248,-2.3614591214483136,-0.2691735698471767,-0.1011496769402154,-0.011,-0.0311496769402154,0.0,0,0
0.5428330898284912,-55,-11,116,248,-2.021975990479382,-0.2691735698471767,-0.07,-0.011,0.0,0.0,0,0
0.575047492980957,-56,-11,117,248,-1.8648438865433539,-0.2691735698471767,-0.058467070778886465,-0.011,0.010282929221113544,0.0,0,0
0.607097864151001,-54,-11,115,248,-2.197041760173987,-0.2691735698471767,-0.08552100771923594,-0.011,-0.015521007719235935,0.0,0,0
0.6392216682434082,-54,-11,115,248,-1.5605713903730778,-0.2691735698471767,-0.036296559984525856,-0.011,0.031203440015474145,0.0,0,0
0.6707897186279297,-56,-10,117,247,-1.9543719300074267,-0.2691735698471767,-0.0675,-0.011,0.0,0.0,0,0
0.7034478187561035,-54,-11,115,248,-2.3664530037460962,-0.05058211734981829,-0.10164222882749675,0.005821114413748345,-0.031642228827496746,0.015821114413748345,0,0
0.7351181507110596,-54,-11,115,248,-1.5554272892245604,-0.4520214776940249,-0.03591495850716144,-0.026792520746419253,0.03158504149283856,-0.015792520746419254,0,0
0.7670323848724365,-55,-11,116,248,-1.9543719300074267,-0.2691735698471767,-0.0675,-0.011,0.0,0.0,0,0
0.7997043132781982,-55,-11,116,248,-2.165846569938657,-0.2691735698471767,-0.08441699039280434,-0.011,-0.01566699039280433,0.0,0,0
0.8309445381164551,-55,-11,116,248,-1.9882138681893733,-0.2691735698471767,-0.06875,-0.011,0.0,0.0,0,0
0.8629069328308105,-55,-11,116,248,-1.9882138681893733,-0.2691735698471767,-0.06875,-0.011,0.0,0.0,0,0
0.8956356048583984,-56,-11,117,248,-1.9882138681893733,-0.2691735698471767,-0.06875,-0.011,0.0,0.0,0,0
0.9430627822875977,-55,-11,116,248,-2.1943830635286483,-0.2691735698471767,-0.0852771245829509,-0.011,-0.0152771245829509,0.0,0,0
